DATE,PREC,SPEC_HUM,REL_HUM,SURF_PRESS,T2MDEW,T2M_MAX,T2M_MIN,T2M,WS10M,WS50M
12/14/15,0.46,4.08,78.79,98.23,0.55,8.68,1.12,4.02,3.85,5.99
12/15/15,0,3.04,61.59,98.5,-3.3,9.72,-0.1,3.41,1.75,2.46
12/16/15,0.01,2.67,47.97,98.83,-4.89,12.33,0.33,5.14,1.29,1.74
12/17/15,0,2.87,48,98.87,-3.98,12.17,1.79,6.17,1.01,1.37
12/18/15,0,3.3,43.54,98.34,-2.31,18.04,3.76,9.58,1.6,2.37
12/19/15,6.72,5.14,72.14,98.07,3.32,14.78,5.02,8.62,2.2,3.27
12/20/15,1.38,4.54,70.27,98.76,2.09,11.98,4.43,7.29,2.03,2.79
12/21/15,8.49,5.71,80.18,98.53,4.95,12.46,5.33,8.69,1.39,2.16
12/22/15,20.66,8.17,93.19,97.54,10.48,15.33,8.4,11.62,3.62,5.66
12/23/15,0.71,5.44,80.12,97.77,4.52,11.9,3.48,7.86,4.14,6.12
12/24/15,4.16,4.87,82.05,98.08,3.01,11.07,1.71,5.96,2.05,3.32
12/25/15,0.41,4.21,85.07,98.67,1.14,7.75,0.47,3.45,2.41,3.79
12/26/15,0,2.93,61.52,99.28,-3.84,10.8,-2.41,3,1.24,1.94
12/27/15,0,2.23,38.95,98.79,-7.51,13.77,0.59,5.59,1.63,2.36
12/28/15,0.02,3.66,74.59,98.11,-0.95,8.47,0.24,3.24,1.91,2.82
12/29/15,0,3.82,73.58,98.43,-0.25,9.9,0.31,4.09,1.22,1.56
12/30/15,0,3.64,66.8,98.85,-0.82,10.63,1.3,4.86,1.05,1.37
12/31/15,0,3.05,49.38,98.69,-3.35,14.22,2.07,6.63,1.5,2.38
1/1/16,0,2.28,38.26,98.53,-6.97,14.39,0.68,6.12,3.77,6.39
1/2/16,0,3.08,41.09,98.3,-3.33,17.66,4.74,9.41,2.72,4.27
1/3/16,0,4.31,51.14,97.77,1.13,18.51,6.69,11.08,3.75,6.14
1/4/16,0.11,5.26,60.52,97.5,4.05,16.52,8.17,11.5,1.43,2.32
1/5/16,21.1,6.48,83.84,97.43,7.02,13.63,6.17,9.72,4.25,6.93
1/6/16,12.03,5.75,86.35,97.65,5.4,12.25,5.57,7.56,3.64,5.78
1/7/16,4.64,5.3,85.42,97.82,4.28,10.23,4.66,6.56,2.31,3.57
1/8/16,0.19,4.96,81.52,98.39,3.4,11.66,3.33,6.36,2.06,2.89
1/9/16,0.68,4.77,68.97,98.65,2.72,13.65,3.82,8.26,1.73,2.75
1/10/16,0.34,5.8,77.57,98.78,5.69,14.07,6.95,9.43,1.23,1.75
1/11/16,0,5.15,64.81,99.06,3.92,16.12,6.69,10.4,0.99,1.36
1/12/16,0,4.36,53.88,98.86,1.29,19.89,4.61,10.63,1.97,2.89
1/13/16,0.05,5.15,64.33,98.62,3.59,16.08,6.44,10.45,1.61,2.44
1/14/16,0.01,5.37,75.24,98.48,4.42,15.09,4.41,8.72,1.41,2.12
1/15/16,1.52,5.37,73.81,98.43,4.49,13.46,5.61,8.98,1.31,1.9
1/16/16,0.65,6.07,77.23,98.76,6.26,15.74,5.61,10.17,1.47,2.28
1/17/16,0.28,6.53,71.32,98.65,7.26,19.79,7.66,12.45,1.64,2.43
1/18/16,4.66,7.66,83.22,98.6,9.63,16.52,9.83,12.51,1.8,2.76
1/19/16,17.95,8.25,92.63,98.57,10.75,16.01,9.76,12,2.97,4.74
1/20/16,0.39,7.29,85.4,98.86,8.8,15.74,7.63,11.42,1.21,1.72
1/21/16,0,5.03,52.73,98.65,3.29,21.63,8.06,13.09,3.14,5.3
1/22/16,0.5,5.64,55.72,98.38,4.59,21.57,8.13,13.95,2.19,3.53
1/23/16,5.73,6.83,81.82,98.33,7.92,14.45,6.04,11.01,2.61,4.13
1/24/16,0.24,5.96,87.17,98.65,6.07,13,5.47,8.1,2.62,4.02
1/25/16,0,5.69,79.8,98.83,5.4,15.39,4.81,8.75,1.9,2.91
1/26/16,0,5.38,67.01,99.1,4.42,18.5,4.44,10.54,1.12,1.58
1/27/16,0,4.96,55.74,99.1,3.28,16.18,9.64,12.11,0.89,1.28
1/28/16,0,5.45,65.22,98.9,4.58,17.67,6.22,11.13,1.22,1.62
1/29/16,0.01,6.82,70.3,98.53,7.83,20.54,7.74,13.33,1.5,2.06
1/30/16,6.96,7.44,89.95,98.14,9.11,14.54,7.23,10.83,2.12,3.2
1/31/16,27.26,5.34,88.94,97.33,4.21,8.3,3.69,5.99,4.13,6.18
2/1/16,0.31,3.55,70.13,98.37,-1.25,8.43,-0.2,3.75,4.18,6.18
2/2/16,0.01,3.75,65.93,98.91,-0.5,11.01,0.32,5.47,1.22,1.64
2/3/16,0,3.73,56.72,99.27,-0.51,13.49,2.64,7.65,1.05,1.39
2/4/16,0,4.12,59.06,99.37,0.83,14.19,4.34,8.53,1.01,1.28
2/5/16,0,4.21,49.72,99.38,1.09,19.69,5.02,11.41,1.1,1.6
2/6/16,0,4.99,58.09,99.23,3.36,18.86,7.44,11.59,1.43,2.01
2/7/16,0,5.47,52.68,98.91,4.65,23.84,6.47,14.44,0.93,1.56
2/8/16,0,5.76,48.34,98.84,5.33,26.22,10.34,16.56,1.58,2.66
2/9/16,0,5.53,40.31,98.76,4.8,26.79,12.43,18.79,1,1.55
2/10/16,0,6.32,50.74,98.74,6.67,24.22,11.47,17.25,1.21,1.67
2/11/16,0,5.76,43.76,98.57,5.28,27.05,11.95,18.11,1.42,2.09
2/12/16,0,6.63,58.87,98.63,7.21,22.33,11.26,15.64,1.24,1.82
2/13/16,0,7.53,77.19,98.71,9.27,20.35,8.94,13.42,1.77,2.65
2/14/16,0,7.35,74.04,98.74,9,20.91,8.69,13.71,2.05,2.96
2/15/16,0,7.7,62.61,98.4,9.66,25.31,11.75,16.98,1.4,2.03
2/16/16,0,6.74,48.79,97.85,7.47,27.41,13.3,18.75,1.43,2.15
2/17/16,2.67,6.41,58.06,97.39,6.75,21.46,11.35,15.15,3.73,5.95
2/18/16,7.88,6.22,67.61,97.99,6.38,17.17,8.2,12.42,1.97,2.93
2/19/16,0,5.43,64.16,98.48,4.57,18.05,5.88,11.25,1.86,2.65
2/20/16,0,6.44,74.64,98.67,7.09,18.05,6.48,11.55,1.49,1.96
2/21/16,0,6.54,74.51,98.75,7.33,19.28,6.89,11.82,2.05,2.88
2/22/16,0,6.38,70.48,98.56,6.93,20.49,6.04,12.27,2.56,3.72
2/23/16,0,5.21,46.27,98.31,3.74,24.74,9.65,15.6,1.92,3.08
2/24/16,0,4.35,37.66,98.5,1.27,25.01,8.74,16.03,2.22,3.66
2/25/16,0,5.27,43.27,98.49,4.02,24.32,11.1,16.88,1.33,1.78
2/26/16,0,5.75,43.86,98.44,5.22,26.11,13.52,18.03,1.26,1.9
2/27/16,0,7.38,68.87,98.45,9.03,21.81,9.04,14.83,2.3,3.27
2/28/16,0,7.45,73.07,98.51,9.26,20.83,8.8,14.07,2.36,3.47
2/29/16,0,6.95,63.4,98.51,8.18,23.06,8.92,15.2,1.83,2.51
3/1/16,0,6.56,49.75,98.45,7.36,25.71,11.1,18.1,1.44,1.9
3/2/16,0,6.33,53.16,98.38,6.71,24.22,9.6,16.47,1.56,2.12
3/3/16,0,6.86,58.63,98.34,7.84,22.27,10.98,16.18,1.16,1.49
3/4/16,0.45,8.43,74.01,98.13,11.02,21.45,10.8,15.72,1.46,2.11
3/5/16,5.87,8.91,76.55,97.95,11.89,20.95,12.7,16.03,2.7,4.11
3/6/16,13.54,6.27,72.87,97.98,6.49,15.69,6.58,11.4,3.42,4.92
3/7/16,11.16,5.48,81.78,97.54,4.69,10.56,5.4,7.64,3.82,5.83
3/8/16,0.21,5.72,76.03,98.26,5.39,16.63,4.02,9.45,2.81,4.16
3/9/16,0.13,6.61,69.06,98.42,7.47,19.57,6.22,13.1,1.55,2.06
3/10/16,0,6.9,56.16,98.2,7.98,25.91,10.25,16.93,1.83,2.67
3/11/16,13.39,6.39,67.09,97.83,6.91,20.84,7.17,12.94,4.75,7.05
3/12/16,0.42,5.83,74.2,98.61,5.73,16.26,5.53,10.14,1.95,2.63
3/13/16,1.16,6.83,78.85,98.5,7.94,16.79,6.76,11.58,1.24,1.77
3/14/16,1.24,7.26,78.97,98.55,8.86,18.18,7.24,12.5,2.68,4.01
3/15/16,0,6.22,72.2,98.59,6.64,19.34,5.32,11.53,2.88,4.19
3/16/16,0,6.27,57.35,98.23,6.6,24.85,6.63,15.13,1.36,2.14
3/17/16,0,6.69,51.44,97.87,7.44,25.67,11.01,17.79,1.44,1.86
3/18/16,0,7.3,57.47,97.93,8.74,24.76,10.35,17.41,1.71,2.23
3/19/16,0,7.85,64.11,98.13,9.95,24.13,10.64,16.86,1.45,1.97
3/20/16,0,7.57,62.8,98.28,9.41,24.85,10.13,16.64,1.82,2.73
3/21/16,0.45,7.54,73.67,98.43,9.42,18.74,10.69,14.13,2.24,3.47
3/22/16,0.27,5.73,67.99,98.61,5.33,16.44,6.46,11.19,5.07,7.34
3/23/16,0,5.45,61.01,98.87,4.73,20.52,5.02,12.13,2.03,2.92
3/24/16,0,6.71,66.27,98.65,7.66,21.71,7.36,13.99,2.78,4.12
3/25/16,0,7.66,73.68,98.06,9.63,21.4,9.17,14.3,2.97,4.43
3/26/16,0,7.15,63.29,97.95,8.51,23.43,8.74,15.57,1.95,2.78
3/27/16,0,7.44,61.71,98.14,9.15,23.97,10.13,16.62,1.87,2.71
3/28/16,0.05,5.14,58.96,97.75,3.42,16.43,6.06,11.6,4.33,6.24
3/29/16,0.07,4.69,59.85,97.7,2.44,16.6,3.92,9.98,2.24,3.24
3/30/16,0.07,4.91,55.73,98.04,3.16,18.12,4.29,11.8,1.77,2.37
3/31/16,0,6.05,60.13,98.35,6.15,21.29,7.34,13.87,2.8,3.99
4/1/16,0,6.6,57.54,98.54,7.48,24.44,8.04,15.91,2.09,2.79
4/2/16,0,7,50.4,98.53,8.29,27.63,11.16,18.95,1.5,2.07
4/3/16,0,7.43,51.59,98.28,9.09,27.67,12.88,19.48,1.83,2.73
4/4/16,0.02,7.26,54.27,98.52,8.85,26.18,12.73,18.34,2.54,3.82
4/5/16,0.05,7.32,53.25,98.57,8.94,28.18,10.58,18.78,2.27,3.2
4/6/16,0,6.75,38.71,98.34,7.49,33.09,13.24,22.62,1.38,2.43
4/7/16,0.13,7.35,50.08,97.94,8.68,26.36,14.67,19.72,3.18,4.72
4/8/16,9.76,9.59,81.43,97.77,12.97,19.64,13.82,16.18,2.23,3.35
4/9/16,9.3,8.56,76.42,97.81,11.24,19.77,12.26,15.42,1.77,2.45
4/10/16,2.45,8.21,72.25,97.81,10.62,21.11,10.9,15.64,2.37,3.38
4/11/16,0.22,8.28,68.61,98.32,10.84,22.83,11.41,16.65,1.78,2.51
4/12/16,0,8.5,68.45,98.56,11.29,23.59,11.22,17.16,2.45,3.43
4/13/16,0,7.14,65.18,98.47,8.64,22.17,10.82,15.19,2.84,4.26
4/14/16,0,5.49,52.22,98.2,4.7,21.61,7.96,14.52,5.15,7.06
4/15/16,0,5.43,54.41,98.19,4.58,21.51,6.67,13.73,4.92,6.8
4/16/16,0,5.28,42.28,98.36,4.03,26.68,7.81,17.25,1.6,2.09
4/17/16,0,4.78,29.21,98.22,2.61,31.9,12.25,21.56,2.44,3.68
4/18/16,0,5.24,28.92,98.19,3.78,32.45,14.74,23.25,1.68,2.39
4/19/16,0,6.33,35.53,97.95,6.68,32.9,15.61,22.91,1.99,2.94
4/20/16,0,4.92,29.93,97.85,2.91,30.7,14.87,21.59,1.46,2.17
4/21/16,0,6.06,39.75,97.7,5.79,30.53,12.71,20.32,2.2,3.11
4/22/16,2.15,7.36,61.19,97.98,8.97,25.34,10.93,16.56,3.49,4.66
4/23/16,0,5.84,54.66,98.42,5.66,22.28,7.78,14.8,4.15,5.97
4/24/16,0.82,6.59,63.51,97.99,7.42,21.2,9.69,14.28,3.52,5.02
4/25/16,2.01,5,56.32,97.93,3.27,18.09,8.14,11.9,5.19,7.03
4/26/16,0,5.04,49.83,98.11,3.56,21.71,6.07,13.92,2.87,4.01
4/27/16,1.69,5.91,54.28,97.69,5.74,22.89,8.34,14.96,4.51,6.11
4/28/16,0.46,6.42,61.96,97.73,7.02,21.71,8.3,14.22,3.08,4.15
4/29/16,0,6.51,54.86,97.97,7.24,24.74,9.15,16.37,2.98,4.42
4/30/16,0,6.18,49.36,97.55,6.34,25.93,9.07,17.13,3.27,4.49
5/1/16,0.08,5.91,38.71,97.68,5.7,28.9,11.22,20.33,1.91,2.74
5/2/16,0.21,6.72,41.2,98.04,7.62,30.55,12.44,21.46,1.13,1.75
5/3/16,0,6.22,33.8,97.83,6.28,33.29,15.14,23.43,2.21,3.3
5/4/16,0,6.83,43.51,97.63,7.8,29.13,13.63,20.78,3.07,4.14
5/5/16,0.93,7.32,59.91,97.63,8.89,22.15,12.43,16.76,2.75,3.76
5/6/16,4.26,7.86,70.62,97.61,9.95,19.02,11.98,15.28,3.52,4.84
5/7/16,1.26,7.4,66.68,97.91,9.13,20.1,10.75,15.3,2.03,2.75
5/8/16,0.2,7.97,61.37,97.85,10.22,24.1,11.8,17.74,2.46,3.45
5/9/16,0.01,8.18,56.81,97.81,10.6,27.66,12.34,19.4,2.59,3.6
5/10/16,0,8.32,54.18,97.9,10.84,29.08,11.91,20.44,2.69,3.61
5/11/16,0,6.77,37.68,98.01,7.51,32.62,13.33,23.05,1.66,2.52
5/12/16,0.01,6.48,30.42,97.94,6.94,37.57,15.29,25.89,1.81,2.85
5/13/16,0,6.97,36.37,97.94,8.14,35.23,15.51,24.11,3.12,4.06
5/14/16,0,7.14,48.46,97.97,8.58,26.79,12.83,19.81,3.43,4.91
5/15/16,0,7.22,50.17,97.83,8.67,26.87,12.44,19.38,3.79,5.49
5/16/16,0.02,7.53,51.02,97.76,9.35,27.55,11.88,19.79,2.82,4.02
5/17/16,0.52,7.1,41.1,97.75,8.44,30.16,13.76,22.36,1.6,2.21
5/18/16,0,6.9,34.9,97.89,8.03,34,14.92,24.62,2.44,3.46
5/19/16,0,5.92,32.86,97.55,5.64,32.52,13.19,23.03,3.9,5.25
5/20/16,0,4.95,42.81,97.6,3.09,22.5,10.64,15.9,3.03,4.13
5/21/16,0.14,5.16,46.66,98.06,3.86,22.57,7.89,15.28,3.21,4.41
5/22/16,0.01,5.68,47,98.15,5.27,24.05,9.18,16.7,2.87,3.88
5/23/16,0.01,6.01,47.48,97.79,6.01,25.2,9.5,17.35,3.26,4.54
5/24/16,0.18,6.67,51.45,97.93,7.55,23.6,12.56,17.75,3.43,4.53
5/25/16,0.34,7.01,54.3,98.24,8.37,22.66,13.33,17.73,3.85,5.07
5/26/16,0.04,7.47,50.81,98.16,9.3,27.94,11.18,19.8,2.65,3.63
5/27/16,0.01,7.38,41.04,97.68,9.03,31.53,13.93,23.01,2.81,3.94
5/28/16,0.16,7.59,40.17,97.53,9.37,31.62,16.07,23.79,2.18,2.99
5/29/16,0.02,7.9,41.74,97.84,10.04,32.3,15.68,23.88,2.71,3.68
5/30/16,0.14,7.47,38.04,97.89,9.22,34.48,15.15,24.5,2.8,3.94
5/31/16,0.02,7.14,30.82,97.56,8.43,37.25,16.75,27.24,2.38,3.35
6/1/16,0,6.03,24.37,97.63,5.82,38.94,18.51,28.4,2.78,3.95
6/2/16,0,5.47,22.2,97.93,4.45,38.47,19.33,28.37,2.14,2.85
6/3/16,0,5.44,19.89,97.92,4.41,39.67,19.99,30.2,1.86,2.43
6/4/16,0,5.14,18.62,97.77,3.5,40.59,21.37,30.32,2.68,3.78
6/5/16,0,5.61,22.16,97.55,4.96,39.03,19.03,28.8,3.19,4.38
6/6/16,0,5.78,24.68,97.38,5.33,38.49,17.77,27.42,3.23,4.39
6/7/16,0,7.38,31.42,97.57,8.99,38.11,17.67,27.47,3.03,4.15
6/8/16,0,6.05,26.86,97.61,6.05,36.66,19.75,26.79,3.2,4.73
6/9/16,0,5.71,27.62,97.65,5.2,33.9,18.09,25.33,2.81,3.89
6/10/16,0,6.13,33.78,97.8,6.3,28.86,18.1,23.2,2.05,2.95
6/11/16,0.6,6.96,35.57,97.74,8.11,32.29,17.51,24.43,3.22,4.25
6/12/16,0.23,7.85,43.81,98.08,9.97,30.17,15.79,23,3.12,4.14
6/13/16,0.02,7.05,38.15,98.17,8.2,33.15,15,23.53,3.05,4.33
6/14/16,0,4.91,29.21,97.96,2.69,30.92,13.83,21.95,3.69,5.25
6/15/16,0,4.55,31.38,98.02,2.04,27.54,11.97,19.59,3.48,4.87
6/16/16,0,4.67,31,98.22,2.38,28.37,11.15,20.23,2.71,3.82
6/17/16,0,6.91,37.71,98.2,8.09,32.1,13.5,23.41,1.8,2.58
6/18/16,0,7.35,37.62,98.38,8.86,32.89,16.25,24.51,2.19,2.67
6/19/16,0,5.1,19.66,98.08,3.45,38.45,19.53,29.29,2.25,2.92
6/20/16,0,4.97,17.26,97.99,3.19,41.24,21.66,31.1,2.94,3.98
6/21/16,0,3.99,13.91,97.92,0.07,41.32,21.3,31.03,2.33,3.21
6/22/16,0,3.33,11.91,97.8,-2.13,40.44,21.92,30.59,3.52,5.15
6/23/16,0,2.96,11.85,97.97,-3.75,38.98,18.92,28.66,4.33,6.24
6/24/16,0,5.1,22.07,97.95,3.12,37.06,18.04,27.27,4.14,5.88
6/25/16,0,3.91,15.21,97.76,0.01,40.04,18.27,29.12,3.45,4.93
6/26/16,0,3.44,12.02,97.81,-1.62,41.42,20.19,31,2.78,3.92
6/27/16,0,4.62,14.31,97.84,2.35,43.86,22.62,33.09,3.2,4.52
6/28/16,0.07,5.46,16.15,97.81,4.6,43.12,25.86,33.93,2.26,2.97
6/29/16,0,3.7,11.06,97.66,-1.03,43.56,24.61,33.72,3.1,4.49
6/30/16,0,4.39,14.94,97.55,1.53,41.92,22.12,31.41,2.96,3.93
7/1/16,0,5.59,19.83,97.56,4.88,41.37,21,30.64,2.66,3.28
7/2/16,0,6.42,24.44,97.81,6.78,40.34,20.44,29.45,2.75,3.45
7/3/16,0,5.61,22.19,97.99,4.76,40.09,18.95,28.83,2.64,3.41
7/4/16,0,6.29,26.44,97.99,6.46,38.61,18.14,27.79,3.18,4.24
7/5/16,0,6.28,28.49,97.9,6.47,37.05,17.2,26.46,3.06,3.91
7/6/16,0,5.86,26.36,97.88,5.36,36.77,17.32,26.6,3.07,4.18
7/7/16,0,6.09,26.69,97.85,6.25,36.42,17.96,27.05,2.85,3.93
7/8/16,0,6.12,25.81,97.91,6.34,36.57,19.1,27.73,2.8,4
7/9/16,0,7.53,32.65,98.1,9.42,34.61,20.38,27.27,3.01,4.27
7/10/16,0,4.94,24.69,98.01,2.88,33,17.34,24.87,4.14,5.88
7/11/16,0,4.28,20.31,97.72,1.05,35.59,16.08,25.69,2.83,3.94
7/12/16,0,4.28,18.65,97.75,1.11,36.95,17.94,27.13,3.19,4.48
7/13/16,0,4.79,18.77,97.91,2.85,39.03,19.17,29,2.61,3.5
7/14/16,0,4.69,16.66,97.9,2.53,41.29,20.39,30.71,2.66,3.59
7/15/16,0,4.72,17.61,97.77,2.5,40.68,19.81,29.83,2.94,3.83
7/16/16,0,4.76,18.9,97.68,2.56,39.1,20.27,28.73,2.59,3.29
7/17/16,0,4.85,19.95,97.77,2.68,38.9,18.7,28.12,2.29,2.95
7/18/16,0,5.01,21.99,98.11,3.24,36.47,18.08,27.06,2.2,3.01
7/19/16,0,5.36,23.28,98.15,4.27,36.51,18.2,27.26,2.23,3.19
7/20/16,0,4.33,17.16,98.06,1.45,38.85,18.8,28.84,2.2,3.13
7/21/16,0,4.33,16.87,98.12,1.44,39.33,19.29,29.11,2.62,3.9
7/22/16,0,3.57,13.84,98.13,-1.21,39.24,20.63,29.22,3.24,4.75
7/23/16,0,3.72,13.26,97.72,-0.64,40.9,20.48,30.63,3.09,4.13
7/24/16,0,4.25,13.85,97.65,0.95,43.23,22.55,32.19,2.34,3.06
7/25/16,0,5.21,17.45,97.81,3.74,42.15,22.64,31.72,2.3,3.1
7/26/16,0,5.05,15.72,97.69,3.51,42.99,23.99,32.99,2.02,2.6
7/27/16,0,5.59,16.38,97.68,4.98,44.3,24.53,34.09,2.63,3.65
7/28/16,0,5.45,16.32,97.62,4.66,43.63,24.92,33.68,2.55,3.56
7/29/16,0,5.54,15.89,97.44,4.91,44.4,25.16,34.42,2.19,3.07
7/30/16,0.03,6.73,20.05,97.46,7.54,43.85,25.27,33.72,2.62,3.44
7/31/16,0,7.53,25.25,97.63,9.19,41.38,23.44,31.65,2.73,3.5
8/1/16,0,7.02,25.87,97.83,8.19,39.58,21.77,30.03,2,2.59
8/2/16,0,6.2,22.58,97.95,6.46,40.68,22.02,30.26,2.65,3.47
8/3/16,0,4.7,17.63,97.88,2.26,40.32,20.83,29.75,2.64,3.67
8/4/16,0,4.47,17.89,97.66,1.36,39.33,19.75,28.58,2.98,4.02
8/5/16,0,4.88,22.08,97.62,2.81,36.21,17.93,26.46,2.43,3.32
8/6/16,0,4.94,21.97,97.57,2.88,36.98,16.78,26.77,2.24,3.16
8/7/16,0,4.24,19.03,97.53,0.65,36.44,17.33,26.61,2.35,3.31
8/8/16,0,3.37,14.01,97.42,-2.14,37.76,18.69,27.89,2.1,2.97
8/9/16,0,5.14,23.08,97.49,3.7,36.15,18.42,26.59,2.61,3.49
8/10/16,0,5.57,25.24,97.7,4.59,36.83,17.37,26.47,2.24,2.91
8/11/16,0,5.44,23.39,97.98,4.36,38.01,18.06,27.41,2.26,3.11
8/12/16,0,5.58,22,98.03,4.91,39.65,18.91,28.91,2.3,3.2
8/13/16,0,5.14,18.09,97.83,3.83,41.65,20.65,30.85,2.2,3.04
8/14/16,0,5.5,18.19,97.7,4.69,42.59,21.93,31.91,2.27,3.15
8/15/16,0,5.26,19.12,97.74,3.77,40.79,21.99,30.27,2.32,3.24
8/16/16,0,4.08,16.1,97.64,0.21,39.53,19.59,28.81,2.07,2.84
8/17/16,0,3.88,14.46,97.59,-0.31,40.78,20.35,29.81,1.97,2.74
8/18/16,0,3.99,14.66,97.57,-0.09,40.84,21.35,30.05,1.77,2.51
8/19/16,0,4.63,18.34,97.7,1.87,40.13,19.84,28.76,1.93,2.68
8/20/16,0,5.67,24.53,97.81,5.02,37.3,19.92,27.26,1.84,2.52
8/21/16,0,6.26,25.93,97.71,6.45,38.29,19.6,27.97,2.71,3.66
8/22/16,0.19,6.27,28.15,97.87,6.52,35.8,18.63,26.64,1.83,2.5
8/23/16,0.01,6.09,25.99,98.17,6.28,36.61,19.67,27.56,2.41,3.35
8/24/16,0,5.54,23.22,98.11,4.85,37.64,19.43,27.88,2.87,4.14
8/25/16,0,5.32,23.99,97.78,3.84,37.05,17.98,26.55,2.72,3.77
8/26/16,0,6.33,31.61,97.84,6.55,34.21,17.43,24.83,2.38,3.12
8/27/16,0,7.25,36.58,97.98,8.68,33.73,16.69,24.68,2.15,2.82
8/28/16,0,5.95,27.13,98.16,5.84,36.66,17.1,26.43,2.12,2.85
8/29/16,0,5.07,20.77,98.05,3.64,38.27,18.98,28.24,2.64,3.66
8/30/16,0,5.76,23.77,97.8,5.36,37.49,19.92,28.08,2.7,3.8
8/31/16,0,5.94,24.28,97.7,5.87,37.73,19.61,28.22,2.68,3.78
9/1/16,0,6.55,29.95,97.8,7.04,35.48,18.49,26.3,2.1,3.13
9/2/16,0,5.46,25.62,97.69,4.43,34.94,17.12,25.85,2.11,3
9/3/16,0,6.09,31.75,97.55,6.04,33.05,16.72,24.06,3.28,4.33
9/4/16,0,6.18,41.77,97.56,6.07,28.12,13.12,19.8,3.08,4.4
9/5/16,0,5.95,37.17,97.51,5.62,29.88,12.5,21.09,2.37,3.22
9/6/16,0,4.37,22.07,97.62,1.48,34.5,14.66,24.63,2.11,2.77
9/7/16,0,4.32,18.15,97.83,0.96,37.51,19.72,27.78,2.17,2.95
9/8/16,0,6.77,30.7,98.13,7.53,36.27,19.06,26.52,2.32,3.23
9/9/16,0,6.92,31.62,98.06,7.98,36.36,17.53,26.36,2.72,3.96
9/10/16,0,6.85,30.24,98.19,7.88,37.22,18.16,26.97,2.25,3.25
9/11/16,0,6.57,30.13,98.1,7.28,35.73,18.98,26.32,2.66,3.59
9/12/16,0.01,7.43,42.48,97.74,9.11,31.68,15.83,22.56,2.87,3.67
9/13/16,0,6.13,45.48,97.92,6.04,25.31,13.35,18.36,2.05,2.79
9/14/16,0,5.69,38.91,98.29,5.17,28.74,11.89,19.76,2.02,2.7
9/15/16,0,5.25,29.98,98.08,4.01,32.41,13.68,22.65,2.16,2.9
9/16/16,0,5.01,26.11,97.9,3.4,33.64,15.18,24.13,2.2,3.09
9/17/16,0,4.55,21.12,98.02,2.05,35.99,16.74,26.12,2.08,2.69
9/18/16,0,3.54,14.03,97.93,-1.43,39.52,19.99,28.8,1.83,2.66
9/19/16,0,4.72,16.87,97.93,2.26,40.52,22.37,30.59,2.03,2.82
9/20/16,0,5.72,23.5,97.9,5.23,36.17,22.81,28.17,1.37,1.72
9/21/16,0,6.71,31.25,97.73,7.14,33.94,18.06,25.98,2.82,3.94
9/22/16,0,5.62,42.65,98.03,5.07,24.34,12.25,18.05,4.33,6.05
9/23/16,0,4.87,34.65,98.33,2.91,26.77,12.22,19.12,3.13,4.44
9/24/16,0,4.41,25.91,98.34,1.7,31.91,13.47,22.24,1.75,2.34
9/25/16,0,3.64,15.22,98.28,-1.05,38.66,18.48,27.93,2.18,3.16
9/26/16,0,3.63,13.88,98.06,-0.9,38.64,22.25,29.44,2.17,3.16
9/27/16,0,3.4,13.28,97.75,-1.85,37.97,21.46,29.04,1.42,1.84
9/28/16,0.21,5.6,23.19,97.78,4.52,36.84,20.17,28.01,1.78,2.77
9/29/16,0,5.9,24.78,98.13,5.8,36.69,21.89,27.83,1.93,2.77
9/30/16,0,5.17,24.82,98.19,3.93,34.13,18.59,25.56,2.4,3.32
10/1/16,0,5.65,39.89,98.23,5.12,26.87,13.33,19.21,2.44,3.6
10/2/16,0,4.94,38.87,98.09,3.22,24.25,11.96,17.49,3.2,4.7
10/3/16,0,5.2,43.43,98.2,3.83,23.82,10.32,16.55,3.34,4.73
10/4/16,0,4.73,38.01,97.97,2.59,24.49,11.48,17.12,2.61,3.63
10/5/16,0,4.97,41.5,98.05,2.96,24.64,10.64,16.55,3.56,5.15
10/6/16,0,3.94,30.24,98.12,-0.14,27.06,9.86,17.89,1.67,2.37
10/7/16,0,2.6,15.44,97.99,-5.35,31.77,13.43,22.04,1.14,1.68
10/8/16,0,2.44,12.45,97.85,-5.99,34.64,17.76,24.48,1.35,2.07
10/9/16,0,3.32,16.2,97.94,-2.34,36.08,17.46,25.28,1.95,2.97
10/10/16,0,4.57,24.93,98,2.04,32.84,17.24,23.41,1.94,2.63
10/11/16,0,5.55,36.47,98.17,4.78,28.93,14.59,20.38,2.22,3.09
10/12/16,0,5.95,41.94,98.23,5.87,27.13,13.38,19.25,1.72,2.29
10/13/16,0,5.13,36.44,98.15,3.61,26.01,13.21,19.11,1.68,2.38
10/14/16,0,5.76,39.46,98.07,4.63,27.13,13.94,19.67,1.8,2.41
10/15/16,0.28,9.8,64.42,97.99,13.27,27.27,15.65,20.3,2.12,3.1
10/16/16,1.47,9.94,67.75,97.91,13.48,25.93,15.61,19.7,2.89,4.07
10/17/16,0.25,7.55,61.34,98.07,8.96,23.03,12.27,16.94,2.61,3.81
10/18/16,0,5.25,45.36,98.3,3.87,24.29,9.57,16.04,4.27,6.21
10/19/16,0,4.51,34.55,98.5,1.89,26.87,10.94,17.97,1.79,2.61
10/20/16,0,3.39,22.28,98.29,-2.16,30.42,12.55,20.43,1.43,2.1
